--- maximo 10000000
Caixa 67500 0.059512
Merge 67500 0.059512
Caixa 68000 0.064559
Merge 68000 0.064559
Caixa 68500 0.068007
Merge 68500 0.068007
Caixa 69000 0.053094
Merge 69000 0.053094
Caixa 69500 0.071564
Merge 69500 0.071564
Caixa 70000 0.055439
Merge 70000 0.055439
Caixa 70500 0.070937
Merge 70500 0.070937
Caixa 71000 0.066779
Merge 71000 0.066779
Caixa 71500 0.063828
Merge 71500 0.063828
Caixa 72000 0.059625
Merge 72000 0.059625
Caixa 72500 0.075379
Merge 72500 0.075379
Caixa 73000 0.060439
Merge 73000 0.060439
Caixa 73500 0.068615
Merge 73500 0.068615
Caixa 74000 0.064571
Merge 74000 0.064571
Caixa 74500 0.063145
Merge 74500 0.063145
Caixa 75000 0.059115
Merge 75000 0.059115
Caixa 75500 0.068826
Merge 75500 0.068826
Caixa 76000 0.056027
Merge 76000 0.056027
Caixa 76500 0.081696
Merge 76500 0.081696
Caixa 77000 0.059647
Merge 77000 0.059647
Caixa 77500 0.069718
Merge 77500 0.069718
Caixa 78000 0.064370
Merge 78000 0.064370
Caixa 78500 0.063611
Merge 78500 0.063611
Caixa 79000 0.065268
Merge 79000 0.065268
Caixa 79500 0.058532
Merge 79500 0.058532
Caixa 80000 0.068287
Merge 80000 0.068287
Caixa 80500 0.063386
Merge 80500 0.063386
Caixa 81000 0.063533
Merge 81000 0.063533
Caixa 81500 0.052942
Merge 81500 0.052942
Caixa 82000 0.072454
Merge 82000 0.072454
Caixa 82500 0.063890
Merge 82500 0.063890
Caixa 83000 0.065255
Merge 83000 0.065255
Caixa 83500 0.060598
Merge 83500 0.060598
Caixa 84000 0.075118
Merge 84000 0.075118
Caixa 84500 0.057351
Merge 84500 0.057351
Caixa 85000 0.067545
Merge 85000 0.067545
Caixa 85500 0.067935
Merge 85500 0.067935
Caixa 86000 0.076414
Merge 86000 0.076414
Caixa 86500 0.059652
Merge 86500 0.059652
Caixa 87000 0.060575
Merge 87000 0.060575
Caixa 87500 0.059777
Merge 87500 0.059777
Caixa 88000 0.072932
Merge 88000 0.072932
Caixa 88500 0.060825
Merge 88500 0.060825
Caixa 89000 0.066964
Merge 89000 0.066964
Caixa 89500 0.062927
Merge 89500 0.062927
Caixa 90000 0.062877
Merge 90000 0.062877
Caixa 90500 0.058658
Merge 90500 0.058658
Caixa 91000 0.056720
Merge 91000 0.056720
Caixa 91500 0.068951
Merge 91500 0.068951
Caixa 92000 0.065076
Merge 92000 0.065076
Caixa 92500 0.053274
Merge 92500 0.053274
Caixa 93000 0.077267
Merge 93000 0.077267
Caixa 93500 0.065395
Merge 93500 0.065395
Caixa 94000 0.064993
Merge 94000 0.064993
Caixa 94500 0.068844
Merge 94500 0.068844
Caixa 95000 0.076606
Merge 95000 0.076606
Caixa 95500 0.073406
Merge 95500 0.073406
Caixa 96000 0.078299
Merge 96000 0.078299
Caixa 96500 0.072609
Merge 96500 0.072609
Caixa 97000 0.061408
Merge 97000 0.061408
Caixa 97500 0.056542
Merge 97500 0.056542
Caixa 98000 0.059738
Merge 98000 0.059738
Caixa 98500 0.076939
Merge 98500 0.076939
Caixa 99000 0.060501
Merge 99000 0.060501
Caixa 99500 0.067672
Merge 99500 0.067672
Caixa 100000 0.068287
Merge 100000 0.068287
Caixa 100500 0.072464
Merge 100500 0.072464
Caixa 101000 0.063362
Merge 101000 0.063362
Caixa 101500 0.068840
Merge 101500 0.068840
Caixa 102000 0.064918
Merge 102000 0.064918
Caixa 102500 0.071071
Merge 102500 0.071071
Caixa 103000 0.073462
Merge 103000 0.073462
Caixa 103500 0.063866
Merge 103500 0.063866
Caixa 104000 0.061951
Merge 104000 0.061951
Caixa 104500 0.061598
Merge 104500 0.061598
Caixa 105000 0.065384
Merge 105000 0.065384
Caixa 105500 0.065186
Merge 105500 0.065186
Caixa 106000 0.080826
Merge 106000 0.080826
Caixa 106500 0.063027
Merge 106500 0.063027
Nova 0 0.000000
Caixa 1000 0.068673
Merge 1000 0.068673
Caixa 1500 0.064782
Merge 1500 0.064782
Caixa 2000 0.060979
Merge 2000 0.060979
Caixa 2500 0.060616
Merge 2500 0.060616
Caixa 3000 0.064561
Merge 3000 0.064561
Caixa 3500 0.068813
Merge 3500 0.068813
Caixa 4000 0.047973
Merge 4000 0.047973
Caixa 4500 0.063681
Merge 4500 0.063681
Caixa 5000 0.068914
Merge 5000 0.068914
Caixa 5500 0.065849
Merge 5500 0.065849
Caixa 6000 0.070568
Merge 6000 0.070568
Caixa 6500 0.060963
Merge 6500 0.060963
Caixa 7000 0.069078
Merge 7000 0.069078
Caixa 7500 0.065404
Merge 7500 0.065404
Caixa 8000 0.069969
Merge 8000 0.069969
Caixa 8500 0.070329
Merge 8500 0.070329
Caixa 9000 0.061399
Merge 9000 0.061399
Caixa 9500 0.060887
Merge 9500 0.060887
Caixa 10000 0.060010
Merge 10000 0.060010
Caixa 10500 0.056448
Merge 10500 0.056448
Caixa 11000 0.054099
Merge 11000 0.054099
Caixa 11500 0.061897
Merge 11500 0.061897
Caixa 12000 0.063262
Merge 12000 0.063262
Caixa 12500 0.048647
Merge 12500 0.048647
Caixa 13000 0.069353
Merge 13000 0.069353
Caixa 13500 0.062144
Merge 13500 0.062144
Caixa 14000 0.070666
Merge 14000 0.070666
Caixa 14500 0.059255
Merge 14500 0.059255
Caixa 15000 0.064639
Merge 15000 0.064639
Caixa 15500 0.065661
Merge 15500 0.065661
Caixa 16000 0.070127
Merge 16000 0.070127
Caixa 16500 0.057084
Merge 16500 0.057084
Caixa 17000 0.067646
Merge 17000 0.067646
Caixa 17500 0.061099
Merge 17500 0.061099
Caixa 18000 0.054955
Merge 18000 0.054955
Caixa 18500 0.067676
Merge 18500 0.067676
Caixa 19000 0.062687
Merge 19000 0.062687
Caixa 19500 0.073978
Merge 19500 0.073978
Caixa 20000 0.061629
Merge 20000 0.061629
Caixa 20500 0.052566
Merge 20500 0.052566
Caixa 21000 0.070750
Merge 21000 0.070750
Caixa 21500 0.066787
Merge 21500 0.066787
Caixa 22000 0.066032
Merge 22000 0.066032
Caixa 22500 0.073949
Merge 22500 0.073949
Caixa 23000 0.073709
Merge 23000 0.073709
Caixa 23500 0.067024
Merge 23500 0.067024
Caixa 24000 0.058693
Merge 24000 0.058693
Caixa 24500 0.066245
Merge 24500 0.066245
Caixa 25000 0.057644
Merge 25000 0.057644
Caixa 25500 0.057133
Merge 25500 0.057133
Caixa 26000 0.070066
Merge 26000 0.070066
Caixa 26500 0.069928
Merge 26500 0.069928
Caixa 27000 0.063869
Merge 27000 0.063869
Caixa 27500 0.054591
Merge 27500 0.054591
Caixa 28000 0.065781
Merge 28000 0.065781
Caixa 28500 0.063991
Merge 28500 0.063991
Caixa 29000 0.066831
Merge 29000 0.066831
Caixa 29500 0.067761
Merge 29500 0.067761
Caixa 30000 0.046294
Merge 30000 0.046294
Caixa 30500 0.061983
Merge 30500 0.061983
Caixa 31000 0.066864
Merge 31000 0.066864
Caixa 31500 0.074453
Merge 31500 0.074453
Caixa 32000 0.078392
Merge 32000 0.078392
Caixa 32500 0.066086
Merge 32500 0.066086
Caixa 33000 0.054095
Merge 33000 0.054095
Caixa 33500 0.066828
Merge 33500 0.066828
Caixa 34000 0.058327
Merge 34000 0.058327
Caixa 34500 0.074218
Merge 34500 0.074218
Caixa 35000 0.067328
Merge 35000 0.067328
Caixa 35500 0.069637
Merge 35500 0.069637
Caixa 36000 0.071536
Merge 36000 0.071536
Caixa 36500 0.073300
Merge 36500 0.073300
Caixa 37000 0.070569
Merge 37000 0.070569
Caixa 37500 0.062520
Merge 37500 0.062520
Caixa 38000 0.063445
Merge 38000 0.063445
Caixa 38500 0.067424
Merge 38500 0.067424
Caixa 39000 0.070467
Merge 39000 0.070467
Caixa 39500 0.058533
Merge 39500 0.058533
Caixa 40000 0.061312
Merge 40000 0.061312
Caixa 40500 0.079299
Merge 40500 0.079299
Caixa 41000 0.074762
Merge 41000 0.074762
Caixa 41500 0.065897
Merge 41500 0.065897
Caixa 42000 0.076861
Merge 42000 0.076861
Caixa 42500 0.075808
Merge 42500 0.075808
Caixa 43000 0.054522
Merge 43000 0.054522
Caixa 43500 0.070262
Merge 43500 0.070262
Caixa 44000 0.066957
Merge 44000 0.066957
Caixa 44500 0.070949
Merge 44500 0.070949
Caixa 45000 0.071064
Merge 45000 0.071064
Caixa 45500 0.066836
Merge 45500 0.066836
Caixa 46000 0.066264
Merge 46000 0.066264
Caixa 46500 0.066830
Merge 46500 0.066830
Caixa 47000 0.058931
Merge 47000 0.058931
Caixa 47500 0.067694
Merge 47500 0.067694
Caixa 48000 0.059534
Merge 48000 0.059534
Caixa 48500 0.066667
Merge 48500 0.066667
Caixa 49000 0.072796
Merge 49000 0.072796
Caixa 49500 0.072011
Merge 49500 0.072011
Caixa 50000 0.071384
Merge 50000 0.071384
Caixa 50500 0.079262
Merge 50500 0.079262
Caixa 51000 0.062232
Merge 51000 0.062232
Caixa 51500 0.066400
Merge 51500 0.066400
Caixa 52000 0.059798
Merge 52000 0.059798
Caixa 52500 0.074659
Merge 52500 0.074659
Caixa 53000 0.071731
Merge 53000 0.071731
Caixa 53500 0.062923
Merge 53500 0.062923
Caixa 54000 0.063203
Merge 54000 0.063203
Caixa 54500 0.071526
Merge 54500 0.071526
Caixa 55000 0.062410
Merge 55000 0.062410
Caixa 55500 0.060013
Merge 55500 0.060013
Caixa 56000 0.060938
Merge 56000 0.060938
Caixa 56500 0.076390
Merge 56500 0.076390
Caixa 57000 0.062916
Merge 57000 0.062916
Caixa 57500 0.066922
Merge 57500 0.066922
Caixa 58000 0.065139
Merge 58000 0.065139
Caixa 58500 0.054714
Merge 58500 0.054714
Caixa 59000 0.072239
Merge 59000 0.072239
Caixa 59500 0.074821
Merge 59500 0.074821
Caixa 60000 0.068205
Merge 60000 0.068205
Caixa 60500 0.062143
Merge 60500 0.062143
Caixa 61000 0.058990
Merge 61000 0.058990
Caixa 61500 0.067364
Merge 61500 0.067364
Caixa 62000 0.050440
Merge 62000 0.050440
Caixa 62500 0.067353
Merge 62500 0.067353
Caixa 63000 0.068154
Merge 63000 0.068154
Caixa 63500 0.060483
Merge 63500 0.060483
Caixa 64000 0.064480
Merge 64000 0.064480
Caixa 64500 0.060195
Merge 64500 0.060195
Caixa 65000 0.064585
Merge 65000 0.064585
Caixa 65500 0.072383
Merge 65500 0.072383
Caixa 66000 0.067160
Merge 66000 0.067160
Caixa 66500 0.063431
Merge 66500 0.063431
Caixa 67000 0.060881
Merge 67000 0.060881
Caixa 67500 0.071783
Merge 67500 0.071783
Caixa 68000 0.068221
Merge 68000 0.068221
Caixa 68500 0.062554
Merge 68500 0.062554
Caixa 69000 0.059023
Merge 69000 0.059023
Caixa 69500 0.063686
Merge 69500 0.063686
Caixa 70000 0.059241
Merge 70000 0.059241
Caixa 70500 0.063545
Merge 70500 0.063545
Caixa 71000 0.067722
Merge 71000 0.067722
Caixa 71500 0.059465
Merge 71500 0.059465
Caixa 72000 0.060374
Merge 72000 0.060374
Caixa 72500 0.070947
Merge 72500 0.070947
Caixa 73000 0.067404
Merge 73000 0.067404
Caixa 73500 0.093556
Merge 73500 0.093556
Caixa 74000 0.077988
Merge 74000 0.077988
Caixa 74500 0.073469
Merge 74500 0.073469
Caixa 75000 0.066210
Merge 75000 0.066210
Caixa 75500 0.062612
Merge 75500 0.062612
Caixa 76000 0.070271
Merge 76000 0.070271
Caixa 76500 0.058695
Merge 76500 0.058695
Caixa 77000 0.072038
Merge 77000 0.072038
Caixa 77500 0.064589
Merge 77500 0.064589
Caixa 78000 0.072250
Merge 78000 0.072250
Caixa 78500 0.055502
Merge 78500 0.055502
Caixa 79000 0.060464
Merge 79000 0.060464
Caixa 79500 0.080307
Merge 79500 0.080307
Caixa 80000 0.059984
Merge 80000 0.059984
Caixa 80500 0.064658
Merge 80500 0.064658
Caixa 81000 0.072390
Merge 81000 0.072390
Caixa 81500 0.072993
Merge 81500 0.072993
Caixa 82000 0.072896
Merge 82000 0.072896
Caixa 82500 0.052439
Merge 82500 0.052439
Caixa 83000 0.074992
Merge 83000 0.074992
Caixa 83500 0.072622
Merge 83500 0.072622
Caixa 84000 0.076778
Merge 84000 0.076778
Caixa 84500 0.074807
Merge 84500 0.074807
Caixa 85000 0.063955
Merge 85000 0.063955
Caixa 85500 0.060763
Merge 85500 0.060763
Caixa 86000 0.066546
Merge 86000 0.066546
Caixa 86500 0.072108
Merge 86500 0.072108
Caixa 87000 0.075699
Merge 87000 0.075699
Caixa 87500 0.064860
Merge 87500 0.064860
Caixa 88000 0.060443
Merge 88000 0.060443
Caixa 88500 0.072523
Merge 88500 0.072523
Caixa 89000 0.065377
Merge 89000 0.065377
Caixa 89500 0.053523
Merge 89500 0.053523
Caixa 90000 0.076382
Merge 90000 0.076382
Caixa 90500 0.070133
Merge 90500 0.070133
Caixa 91000 0.069775
Merge 91000 0.069775
Caixa 91500 0.068923
Merge 91500 0.068923
Caixa 92000 0.061059
Merge 92000 0.061059
Caixa 92500 0.055003
Merge 92500 0.055003
Caixa 93000 0.065025
Merge 93000 0.065025
Caixa 93500 0.075739
Merge 93500 0.075739
Caixa 94000 0.070444
Merge 94000 0.070444
Caixa 94500 0.061761
Merge 94500 0.061761
Caixa 95000 0.061322
Merge 95000 0.061322
Caixa 95500 0.061599
Merge 95500 0.061599
Caixa 96000 0.073015
Merge 96000 0.073015
Caixa 96500 0.065053
Merge 96500 0.065053
Caixa 97000 0.069669
Merge 97000 0.069669
Caixa 97500 0.074873
Merge 97500 0.074873
Caixa 98000 0.067929
Merge 98000 0.067929
Caixa 98500 0.072137
Merge 98500 0.072137
Caixa 99000 0.065350
Merge 99000 0.065350
Caixa 99500 0.061893
Merge 99500 0.061893
Caixa 100000 0.075494
Merge 100000 0.075494
Caixa 100500 0.062863
Merge 100500 0.062863
Caixa 101000 0.073791
Merge 101000 0.073791
Caixa 101500 0.061036
Merge 101500 0.061036
Caixa 102000 0.073422
Merge 102000 0.073422
Caixa 102500 0.070018
Merge 102500 0.070018
Caixa 103000 0.070874
Merge 103000 0.070874
Caixa 103500 0.061643
Merge 103500 0.061643
Caixa 104000 0.065818
Merge 104000 0.065818
Caixa 104500 0.066072
Merge 104500 0.066072
Caixa 105000 0.069002
Merge 105000 0.069002
Caixa 105500 0.076903
Merge 105500 0.076903
Caixa 106000 0.069800
Merge 106000 0.069800
Caixa 106500 0.076654
Merge 106500 0.076654
Nova 0 0.000000
Caixa 1000 0.056902
Merge 1000 0.056902
Caixa 1500 0.069638
Merge 1500 0.069638
Caixa 2000 0.060147
Merge 2000 0.060147
Caixa 2500 0.062052
Merge 2500 0.062052
Caixa 3000 0.058597
Merge 3000 0.058597
Caixa 3500 0.063893
Merge 3500 0.063893
Caixa 4000 0.054606
Merge 4000 0.054606
Caixa 4500 0.069841
Merge 4500 0.069841
Caixa 5000 0.061129
Merge 5000 0.061129
Caixa 5500 0.066038
Merge 5500 0.066038
Caixa 6000 0.064923
Merge 6000 0.064923
Caixa 6500 0.061857
Merge 6500 0.061857
Caixa 7000 0.073529
Merge 7000 0.073529
Caixa 7500 0.059055
Merge 7500 0.059055
Caixa 8000 0.050907
Merge 8000 0.050907
Caixa 8500 0.057825
Merge 8500 0.057825
Caixa 9000 0.058398
Merge 9000 0.058398
Caixa 9500 0.060485
Merge 9500 0.060485
Caixa 10000 0.070509
Merge 10000 0.070509
Caixa 10500 0.066599
Merge 10500 0.066599
Caixa 11000 0.060351
Merge 11000 0.060351
Caixa 11500 0.066896
Merge 11500 0.066896
Caixa 12000 0.066408
Merge 12000 0.066408
Caixa 12500 0.060737
Merge 12500 0.060737
Caixa 13000 0.064578
Merge 13000 0.064578
Caixa 13500 0.078075
Merge 13500 0.078075
Caixa 14000 0.070346
Merge 14000 0.070346
Caixa 14500 0.070729
Merge 14500 0.070729
Caixa 15000 0.074954
Merge 15000 0.074954
Caixa 15500 0.066563
Merge 15500 0.066563
Caixa 16000 0.065686
Merge 16000 0.065686
Caixa 16500 0.062064
Merge 16500 0.062064
Caixa 17000 0.058115
Merge 17000 0.058115
Caixa 17500 0.066355
Merge 17500 0.066355
Caixa 18000 0.064703
Merge 18000 0.064703
Caixa 18500 0.061606
Merge 18500 0.061606
Caixa 19000 0.062189
Merge 19000 0.062189
Caixa 19500 0.069400
Merge 19500 0.069400
Caixa 20000 0.062391
Merge 20000 0.062391
Caixa 20500 0.060515
Merge 20500 0.060515
Caixa 21000 0.066576
Merge 21000 0.066576
Caixa 21500 0.066871
Merge 21500 0.066871
Caixa 22000 0.078275
Merge 22000 0.078275
Caixa 22500 0.054184
Merge 22500 0.054184
Caixa 23000 0.064504
Merge 23000 0.064504
Caixa 23500 0.063610
Merge 23500 0.063610
Caixa 24000 0.058049
Merge 24000 0.058049
Caixa 24500 0.065085
Merge 24500 0.065085
Caixa 25000 0.066406
Merge 25000 0.066406
Caixa 25500 0.065588
Merge 25500 0.065588
Caixa 26000 0.065810
Merge 26000 0.065810
Caixa 26500 0.067431
Merge 26500 0.067431
Caixa 27000 0.065209
Merge 27000 0.065209
Caixa 27500 0.055457
Merge 27500 0.055457
Caixa 28000 0.072465
Merge 28000 0.072465
Caixa 28500 0.063062
Merge 28500 0.063062
Caixa 29000 0.069441
Merge 29000 0.069441
Caixa 29500 0.054097
Merge 29500 0.054097
Caixa 30000 0.066463
Merge 30000 0.066463
Caixa 30500 0.059752
Merge 30500 0.059752
Caixa 31000 0.071067
Merge 31000 0.071067
Caixa 31500 0.062238
Merge 31500 0.062238
Caixa 32000 0.064738
Merge 32000 0.064738
Caixa 32500 0.062405
Merge 32500 0.062405
Caixa 33000 0.062865
Merge 33000 0.062865
Caixa 33500 0.070605
Merge 33500 0.070605
Caixa 34000 0.062963
Merge 34000 0.062963
Caixa 34500 0.063102
Merge 34500 0.063102
Caixa 35000 0.064128
Merge 35000 0.064128
Caixa 35500 0.062631
Merge 35500 0.062631
Caixa 36000 0.066302
Merge 36000 0.066302
Caixa 36500 0.056053
Merge 36500 0.056053
Caixa 37000 0.062367
Merge 37000 0.062367
Caixa 37500 0.075030
Merge 37500 0.075030
Caixa 38000 0.070901
Merge 38000 0.070901
Caixa 38500 0.058313
Merge 38500 0.058313
Caixa 39000 0.062863
Merge 39000 0.062863
Caixa 39500 0.070449
Merge 39500 0.070449
Caixa 40000 0.072691
Merge 40000 0.072691
Caixa 40500 0.051536
Merge 40500 0.051536
Caixa 41000 0.059936
Merge 41000 0.059936
Caixa 41500 0.071916
Merge 41500 0.071916
Caixa 42000 0.050802
Merge 42000 0.050802
Caixa 42500 0.058928
Merge 42500 0.058928
Caixa 43000 0.066994
Merge 43000 0.066994
Caixa 43500 0.062968
Merge 43500 0.062968
Caixa 44000 0.071533
Merge 44000 0.071533
Caixa 44500 0.066711
Merge 44500 0.066711
Caixa 45000 0.066762
Merge 45000 0.066762
Caixa 45500 0.063257
Merge 45500 0.063257
Caixa 46000 0.066708
Merge 46000 0.066708
Caixa 46500 0.071539
Merge 46500 0.071539
Caixa 47000 0.069800
Merge 47000 0.069800
Caixa 47500 0.075673
Merge 47500 0.075673
Caixa 48000 0.068383
Merge 48000 0.068383
Caixa 48500 0.069640
Merge 48500 0.069640
Caixa 49000 0.061233
Merge 49000 0.061233
Caixa 49500 0.051872
Merge 49500 0.051872
Caixa 50000 0.055306
Merge 50000 0.055306
Caixa 50500 0.071566
Merge 50500 0.071566
Caixa 51000 0.071186
Merge 51000 0.071186
Caixa 51500 0.062735
Merge 51500 0.062735
Caixa 52000 0.068407
Merge 52000 0.068407
Caixa 52500 0.055549
Merge 52500 0.055549
Caixa 53000 0.067461
Merge 53000 0.067461
Caixa 53500 0.068949
Merge 53500 0.068949
Caixa 54000 0.071408
Merge 54000 0.071408
Caixa 54500 0.062548
Merge 54500 0.062548
Caixa 55000 0.056042
Merge 55000 0.056042
Caixa 55500 0.059452
Merge 55500 0.059452
Caixa 56000 0.066766
Merge 56000 0.066766
Caixa 56500 0.055323
Merge 56500 0.055323
Caixa 57000 0.054873
Merge 57000 0.054873
Caixa 57500 0.063104
Merge 57500 0.063104
Caixa 58000 0.069486
Merge 58000 0.069486
Caixa 58500 0.072099
Merge 58500 0.072099
Caixa 59000 0.062682
Merge 59000 0.062682
Caixa 59500 0.062973
Merge 59500 0.062973
Caixa 60000 0.079128
Merge 60000 0.079128
Caixa 60500 0.067623
Merge 60500 0.067623
Caixa 61000 0.063035
Merge 61000 0.063035
Caixa 61500 0.063168
Merge 61500 0.063168
Caixa 62000 0.079330
Merge 62000 0.079330
Caixa 62500 0.071441
Merge 62500 0.071441
Caixa 63000 0.071911
Merge 63000 0.071911
Caixa 63500 0.073059
Merge 63500 0.073059
Caixa 64000 0.063167
Merge 64000 0.063167
Caixa 64500 0.067495
Merge 64500 0.067495
Caixa 65000 0.059766
Merge 65000 0.059766
Caixa 65500 0.063957
Merge 65500 0.063957
Caixa 66000 0.068439
Merge 66000 0.068439
Caixa 66500 0.070177
Merge 66500 0.070177
Caixa 67000 0.049398
Merge 67000 0.049398
Caixa 67500 0.075486
Merge 67500 0.075486
Caixa 68000 0.085057
Merge 68000 0.085057
Caixa 68500 0.080820
Merge 68500 0.080820
Caixa 69000 0.059876
Merge 69000 0.059876
Caixa 69500 0.065038
Merge 69500 0.065038
Caixa 70000 0.064538
Merge 70000 0.064538
Caixa 70500 0.086105
Merge 70500 0.086105
Caixa 71000 0.106304
Merge 71000 0.106304
Caixa 71500 0.061540
Merge 71500 0.061540
Caixa 72000 0.053904
Merge 72000 0.053904
Caixa 72500 0.062547
Merge 72500 0.062547
Caixa 73000 0.072188
Merge 73000 0.072188
Caixa 73500 0.073535
Merge 73500 0.073535
Caixa 74000 0.077444
Merge 74000 0.077444
Caixa 74500 0.074664
Merge 74500 0.074664
Caixa 75000 0.069941
Merge 75000 0.069941
Caixa 75500 0.059600
Merge 75500 0.059600
Caixa 76000 0.066955
Merge 76000 0.066955
Caixa 76500 0.069923
Merge 76500 0.069923
Caixa 77000 0.077565
Merge 77000 0.077565
Caixa 77500 0.080803
Merge 77500 0.080803
Caixa 78000 0.073757
Merge 78000 0.073757
Caixa 78500 0.079709
Merge 78500 0.079709
Caixa 79000 0.083179
Merge 79000 0.083179
Caixa 79500 0.087595
Merge 79500 0.087595
Caixa 80000 0.073644
Merge 80000 0.073644
Caixa 80500 0.081799
Merge 80500 0.081799
Caixa 81000 0.067448
Merge 81000 0.067448
Caixa 81500 0.065387
Merge 81500 0.065387
Caixa 82000 0.050880
Merge 82000 0.050880
Caixa 82500 0.078989
Merge 82500 0.078989
Caixa 83000 0.066516
Merge 83000 0.066516
Caixa 83500 0.063856
Merge 83500 0.063856
Caixa 84000 0.066210
Merge 84000 0.066210
Caixa 84500 0.069134
Merge 84500 0.069134
Caixa 85000 0.068645
Merge 85000 0.068645
Caixa 85500 0.061418
Merge 85500 0.061418
Caixa 86000 0.072042
Merge 86000 0.072042
Caixa 86500 0.069266
Merge 86500 0.069266
Caixa 87000 0.076776
Merge 87000 0.076776
Caixa 87500 0.071931
Merge 87500 0.071931
Caixa 88000 0.056684
Merge 88000 0.056684
Caixa 88500 0.070609
Merge 88500 0.070609
Caixa 89000 0.073055
Merge 89000 0.073055
Caixa 89500 0.061118
Merge 89500 0.061118
Caixa 90000 0.079911
Merge 90000 0.079911
Caixa 90500 0.071848
Merge 90500 0.071848
Caixa 91000 0.072875
Merge 91000 0.072875
Caixa 91500 0.070270
Merge 91500 0.070270
Caixa 92000 0.069905
Merge 92000 0.069905
Caixa 92500 0.075508
Merge 92500 0.075508
Caixa 93000 0.060845
Merge 93000 0.060845
Caixa 93500 0.060288
Merge 93500 0.060288
Caixa 94000 0.061322
Merge 94000 0.061322
Caixa 94500 0.076136
Merge 94500 0.076136
Caixa 95000 0.075458
Merge 95000 0.075458
Caixa 95500 0.060646
Merge 95500 0.060646
Caixa 96000 0.080701
Merge 96000 0.080701
Caixa 96500 0.057189
Merge 96500 0.057189
Caixa 97000 0.053058
Merge 97000 0.053058
Caixa 97500 0.060291
Merge 97500 0.060291
Caixa 98000 0.073001
Merge 98000 0.073001
Caixa 98500 0.086435
Merge 98500 0.086435
Caixa 99000 0.073002
Merge 99000 0.073002
Caixa 99500 0.075517
Merge 99500 0.075517
Caixa 100000 0.062165
Merge 100000 0.062165
Caixa 100500 0.078164
Merge 100500 0.078164
Caixa 101000 0.067517
Merge 101000 0.067517
Caixa 101500 0.073613
Merge 101500 0.073613
Caixa 102000 0.067190
Merge 102000 0.067190
Caixa 102500 0.078321
Merge 102500 0.078321
Caixa 103000 0.057636
Merge 103000 0.057636
Caixa 103500 0.064060
Merge 103500 0.064060
Caixa 104000 0.061157
Merge 104000 0.061157
Caixa 104500 0.070893
Merge 104500 0.070893
Caixa 105000 0.072466
Merge 105000 0.072466
Caixa 105500 0.065626
Merge 105500 0.065626
Caixa 106000 0.065362
Merge 106000 0.065362
Caixa 106500 0.066009
Merge 106500 0.066009
Nova 0 0.000000
Caixa 1000 0.072867
Merge 1000 0.072867
Caixa 1500 0.066603
Merge 1500 0.066603
Caixa 2000 0.080932
Merge 2000 0.080932
Caixa 2500 0.066998
Merge 2500 0.066998
Caixa 3000 0.057481
Merge 3000 0.057481
Caixa 3500 0.060757
Merge 3500 0.060757
Caixa 4000 0.064022
Merge 4000 0.064022
Caixa 4500 0.052743
Merge 4500 0.052743
Caixa 5000 0.063344
Merge 5000 0.063344
Caixa 5500 0.084752
Merge 5500 0.084752
Caixa 6000 0.093498
Merge 6000 0.093498
Caixa 6500 0.052861
Merge 6500 0.052861
Caixa 7000 0.065285
Merge 7000 0.065285
Caixa 7500 0.070951
Merge 7500 0.070951
Caixa 8000 0.071862
Merge 8000 0.071862
Caixa 8500 0.073848
Merge 8500 0.073848
Caixa 9000 0.076368
Merge 9000 0.076368
Caixa 9500 0.070274
Merge 9500 0.070274
Caixa 10000 0.069894
Merge 10000 0.069894
Caixa 10500 0.070913
Merge 10500 0.070913
Caixa 11000 0.065319
Merge 11000 0.065319
Caixa 11500 0.063018
Merge 11500 0.063018
Caixa 12000 0.085341
Merge 12000 0.085341
Caixa 12500 0.065280
Merge 12500 0.065280
Caixa 13000 0.065737
Merge 13000 0.065737
Caixa 13500 0.071723
Merge 13500 0.071723
Caixa 14000 0.074122
Merge 14000 0.074122
Caixa 14500 0.051193
Merge 14500 0.051193
Caixa 15000 0.055343
Merge 15000 0.055343
Caixa 15500 0.058197
Merge 15500 0.058197
Caixa 16000 0.054155
Merge 16000 0.054155
Caixa 16500 0.052293
Merge 16500 0.052293
Caixa 17000 0.052124
Merge 17000 0.052124
Caixa 17500 0.067036
Merge 17500 0.067036
Caixa 18000 0.069904
Merge 18000 0.069904
Caixa 18500 0.058211
Merge 18500 0.058211
Caixa 19000 0.058324
Merge 19000 0.058324
Caixa 19500 0.067734
Merge 19500 0.067734
Caixa 20000 0.061283
Merge 20000 0.061283
Caixa 20500 0.066136
Merge 20500 0.066136
Caixa 21000 0.074782
Merge 21000 0.074782
Caixa 21500 0.046243
Merge 21500 0.046243
Caixa 22000 0.064704
Merge 22000 0.064704
Caixa 22500 0.066666
Merge 22500 0.066666
Caixa 23000 0.078255
Merge 23000 0.078255
Caixa 23500 0.078969
Merge 23500 0.078969
Caixa 24000 0.070686
Merge 24000 0.070686
Caixa 24500 0.078906
Merge 24500 0.078906
Caixa 25000 0.076323
Merge 25000 0.076323
Caixa 25500 0.056995
Merge 25500 0.056995
Caixa 26000 0.075257
Merge 26000 0.075257
Caixa 26500 0.066413
Merge 26500 0.066413
Caixa 27000 0.054685
Merge 27000 0.054685
Caixa 27500 0.056048
Merge 27500 0.056048
Caixa 28000 0.066404
Merge 28000 0.066404
