--- maximo 10000000
Caixa 28500 0.066842
Merge 28500 0.066842
Caixa 29000 0.071707
Merge 29000 0.071707
Caixa 29500 0.057949
Merge 29500 0.057949
Caixa 30000 0.066510
Merge 30000 0.066510
Caixa 30500 0.062471
Merge 30500 0.062471
Caixa 31000 0.057373
Merge 31000 0.057373
Caixa 31500 0.070403
Merge 31500 0.070403
Caixa 32000 0.065916
Merge 32000 0.065916
Caixa 32500 0.063124
Merge 32500 0.063124
Caixa 33000 0.066926
Merge 33000 0.066926
Caixa 33500 0.074858
Merge 33500 0.074858
Caixa 34000 0.073331
Merge 34000 0.073331
Caixa 34500 0.059825
Merge 34500 0.059825
Caixa 35000 0.070167
Merge 35000 0.070167
Caixa 35500 0.061664
Merge 35500 0.061664
Caixa 36000 0.067092
Merge 36000 0.067092
Caixa 36500 0.059224
Merge 36500 0.059224
Caixa 37000 0.066098
Merge 37000 0.066098
Caixa 37500 0.066029
Merge 37500 0.066029
Caixa 38000 0.063689
Merge 38000 0.063689
Caixa 38500 0.066788
Merge 38500 0.066788
Caixa 39000 0.057906
Merge 39000 0.057906
Caixa 39500 0.066119
Merge 39500 0.066119
Caixa 40000 0.066815
Merge 40000 0.066815
Caixa 40500 0.062562
Merge 40500 0.062562
Caixa 41000 0.065731
Merge 41000 0.065731
Caixa 41500 0.069796
Merge 41500 0.069796
Caixa 42000 0.059675
Merge 42000 0.059675
Caixa 42500 0.059425
Merge 42500 0.059425
Caixa 43000 0.058873
Merge 43000 0.058873
Caixa 43500 0.069975
Merge 43500 0.069975
Caixa 44000 0.062520
Merge 44000 0.062520
Caixa 44500 0.072499
Merge 44500 0.072499
Caixa 45000 0.072390
Merge 45000 0.072390
Caixa 45500 0.065552
Merge 45500 0.065552
Caixa 46000 0.056017
Merge 46000 0.056017
Caixa 46500 0.070709
Merge 46500 0.070709
Caixa 47000 0.058230
Merge 47000 0.058230
Caixa 47500 0.072456
Merge 47500 0.072456
Caixa 48000 0.063514
Merge 48000 0.063514
Caixa 48500 0.063967
Merge 48500 0.063967
Caixa 49000 0.059358
Merge 49000 0.059358
Caixa 49500 0.075021
Merge 49500 0.075021
Caixa 50000 0.072212
Merge 50000 0.072212
Caixa 50500 0.067795
Merge 50500 0.067795
Caixa 51000 0.064871
Merge 51000 0.064871
Caixa 51500 0.067511
Merge 51500 0.067511
Caixa 52000 0.058133
Merge 52000 0.058133
Caixa 52500 0.072165
Merge 52500 0.072165
Caixa 53000 0.075942
Merge 53000 0.075942
Caixa 53500 0.056462
Merge 53500 0.056462
Caixa 54000 0.062173
Merge 54000 0.062173
Caixa 54500 0.058354
Merge 54500 0.058354
Caixa 55000 0.073838
Merge 55000 0.073838
Caixa 55500 0.070576
Merge 55500 0.070576
Caixa 56000 0.071748
Merge 56000 0.071748
Caixa 56500 0.074356
Merge 56500 0.074356
Caixa 57000 0.071468
Merge 57000 0.071468
Caixa 57500 0.070796
Merge 57500 0.070796
Caixa 58000 0.065750
Merge 58000 0.065750
Caixa 58500 0.064851
Merge 58500 0.064851
Caixa 59000 0.062538
Merge 59000 0.062538
Caixa 59500 0.075456
Merge 59500 0.075456
Caixa 60000 0.063255
Merge 60000 0.063255
Caixa 60500 0.066662
Merge 60500 0.066662
Caixa 61000 0.076878
Merge 61000 0.076878
Caixa 61500 0.081918
Merge 61500 0.081918
Caixa 62000 0.072475
Merge 62000 0.072475
Caixa 62500 0.076016
Merge 62500 0.076016
Caixa 63000 0.066474
Merge 63000 0.066474
Caixa 63500 0.071617
Merge 63500 0.071617
Caixa 64000 0.069447
Merge 64000 0.069447
Caixa 64500 0.070596
Merge 64500 0.070596
Caixa 65000 0.086240
Merge 65000 0.086240
Caixa 65500 0.086600
Merge 65500 0.086600
Caixa 66000 0.079609
Merge 66000 0.079609
Caixa 66500 0.060745
Merge 66500 0.060745
Caixa 67000 0.068085
Merge 67000 0.068085
Caixa 67500 0.067894
Merge 67500 0.067894
Caixa 68000 0.078914
Merge 68000 0.078914
Caixa 68500 0.091046
Merge 68500 0.091046
Caixa 69000 0.082265
Merge 69000 0.082265
Caixa 69500 0.060480
Merge 69500 0.060480
Caixa 70000 0.071750
Merge 70000 0.071750
Caixa 70500 0.077888
Merge 70500 0.077888
Caixa 71000 0.096272
Merge 71000 0.096272
Caixa 71500 0.103907
Merge 71500 0.103907
Caixa 72000 0.068604
Merge 72000 0.068604
Caixa 72500 0.067398
Merge 72500 0.067398
Caixa 73000 0.069686
Merge 73000 0.069686
Caixa 73500 0.087264
Merge 73500 0.087264
Caixa 74000 0.085684
Merge 74000 0.085684
Caixa 74500 0.068683
Merge 74500 0.068683
Caixa 75000 0.073173
Merge 75000 0.073173
Caixa 75500 0.080282
Merge 75500 0.080282
Caixa 76000 0.080861
Merge 76000 0.080861
Caixa 76500 0.079730
Merge 76500 0.079730
Caixa 77000 0.080849
Merge 77000 0.080849
Caixa 77500 0.073688
Merge 77500 0.073688
Caixa 78000 0.065169
Merge 78000 0.065169
Caixa 78500 0.060847
Merge 78500 0.060847
Caixa 79000 0.070440
Merge 79000 0.070440
Caixa 79500 0.060058
Merge 79500 0.060058
Caixa 80000 0.075938
Merge 80000 0.075938
Caixa 80500 0.071689
Merge 80500 0.071689
Caixa 81000 0.071946
Merge 81000 0.071946
Caixa 81500 0.062097
Merge 81500 0.062097
Caixa 82000 0.058790
Merge 82000 0.058790
Caixa 82500 0.071782
Merge 82500 0.071782
Caixa 83000 0.064495
Merge 83000 0.064495
Caixa 83500 0.067765
Merge 83500 0.067765
Caixa 84000 0.056684
Merge 84000 0.056684
Caixa 84500 0.064245
Merge 84500 0.064245
Caixa 85000 0.074324
Merge 85000 0.074324
Caixa 85500 0.064946
Merge 85500 0.064946
Caixa 86000 0.079938
Merge 86000 0.079938
Caixa 86500 0.073296
Merge 86500 0.073296
Caixa 87000 0.083841
Merge 87000 0.083841
Caixa 87500 0.073642
Merge 87500 0.073642
Caixa 88000 0.076406
Merge 88000 0.076406
Caixa 88500 0.082654
Merge 88500 0.082654
Caixa 89000 0.086620
Merge 89000 0.086620
Caixa 89500 0.090091
Merge 89500 0.090091
Caixa 90000 0.073637
Merge 90000 0.073637
Caixa 90500 0.066749
Merge 90500 0.066749
Caixa 91000 0.065091
Merge 91000 0.065091
Caixa 91500 0.077507
Merge 91500 0.077507
Caixa 92000 0.077215
Merge 92000 0.077215
Caixa 92500 0.064082
Merge 92500 0.064082
Caixa 93000 0.071919
Merge 93000 0.071919
Caixa 93500 0.090361
Merge 93500 0.090361
Caixa 94000 0.074846
Merge 94000 0.074846
Caixa 94500 0.070398
Merge 94500 0.070398
Caixa 95000 0.065701
Merge 95000 0.065701
Caixa 95500 0.068155
Merge 95500 0.068155
Caixa 96000 0.068766
Merge 96000 0.068766
Caixa 96500 0.076883
Merge 96500 0.076883
Caixa 97000 0.067862
Merge 97000 0.067862
Caixa 97500 0.070731
Merge 97500 0.070731
Caixa 98000 0.056684
Merge 98000 0.056684
Caixa 98500 0.076377
Merge 98500 0.076377
Caixa 99000 0.060656
Merge 99000 0.060656
Caixa 99500 0.068497
Merge 99500 0.068497
Caixa 100000 0.058884
Merge 100000 0.058884
Caixa 100500 0.058211
Merge 100500 0.058211
Caixa 101000 0.065331
Merge 101000 0.065331
Caixa 101500 0.061294
Merge 101500 0.061294
Caixa 102000 0.061377
Merge 102000 0.061377
Caixa 102500 0.063965
Merge 102500 0.063965
Caixa 103000 0.071844
Merge 103000 0.071844
Caixa 103500 0.074864
Merge 103500 0.074864
Caixa 104000 0.064247
Merge 104000 0.064247
Caixa 104500 0.069998
Merge 104500 0.069998
Caixa 105000 0.069586
Merge 105000 0.069586
Caixa 105500 0.081822
Merge 105500 0.081822
Caixa 106000 0.079696
Merge 106000 0.079696
Caixa 106500 0.078608
Merge 106500 0.078608
Nova 0 0.000000
Caixa 1000 0.068349
Merge 1000 0.068349
Caixa 1500 0.072404
Merge 1500 0.072404
Caixa 2000 0.072323
Merge 2000 0.072323
Caixa 2500 0.074268
Merge 2500 0.074268
Caixa 3000 0.057970
Merge 3000 0.057970
Caixa 3500 0.071848
Merge 3500 0.071848
Caixa 4000 0.077780
Merge 4000 0.077780
Caixa 4500 0.087356
Merge 4500 0.087356
Caixa 5000 0.078764
Merge 5000 0.078764
Caixa 5500 0.076800
Merge 5500 0.076800
Caixa 6000 0.063834
Merge 6000 0.063834
Caixa 6500 0.062130
Merge 6500 0.062130
Caixa 7000 0.057061
Merge 7000 0.057061
Caixa 7500 0.066244
Merge 7500 0.066244
Caixa 8000 0.079007
Merge 8000 0.079007
Caixa 8500 0.065661
Merge 8500 0.065661
Caixa 9000 0.063833
Merge 9000 0.063833
Caixa 9500 0.087838
Merge 9500 0.087838
Caixa 10000 0.066855
Merge 10000 0.066855
Caixa 10500 0.064574
Merge 10500 0.064574
Caixa 11000 0.061310
Merge 11000 0.061310
Caixa 11500 0.058373
Merge 11500 0.058373
Caixa 12000 0.064173
Merge 12000 0.064173
Caixa 12500 0.081563
Merge 12500 0.081563
Caixa 13000 0.074730
Merge 13000 0.074730
Caixa 13500 0.069113
Merge 13500 0.069113
Caixa 14000 0.053737
Merge 14000 0.053737
Caixa 14500 0.062169
Merge 14500 0.062169
Caixa 15000 0.071935
Merge 15000 0.071935
Caixa 15500 0.069262
Merge 15500 0.069262
Caixa 16000 0.059973
Merge 16000 0.059973
Caixa 16500 0.064841
Merge 16500 0.064841
Caixa 17000 0.052487
Merge 17000 0.052487
Caixa 17500 0.064439
Merge 17500 0.064439
Caixa 18000 0.058322
Merge 18000 0.058322
Caixa 18500 0.062003
Merge 18500 0.062003
Caixa 19000 0.069172
Merge 19000 0.069172
Caixa 19500 0.066076
Merge 19500 0.066076
Caixa 20000 0.070373
Merge 20000 0.070373
Caixa 20500 0.065548
Merge 20500 0.065548
Caixa 21000 0.079103
Merge 21000 0.079103
Caixa 21500 0.088730
Merge 21500 0.088730
Caixa 22000 0.094920
Merge 22000 0.094920
Caixa 22500 0.062067
Merge 22500 0.062067
Caixa 23000 0.059123
Merge 23000 0.059123
Caixa 23500 0.061928
Merge 23500 0.061928
Caixa 24000 0.078236
Merge 24000 0.078236
Caixa 24500 0.062154
Merge 24500 0.062154
Caixa 25000 0.066374
Merge 25000 0.066374
Caixa 25500 0.078243
Merge 25500 0.078243
Caixa 26000 0.062030
Merge 26000 0.062030
Caixa 26500 0.058271
Merge 26500 0.058271
Caixa 27000 0.081540
Merge 27000 0.081540
Caixa 27500 0.072302
Merge 27500 0.072302
Caixa 28000 0.059830
Merge 28000 0.059830
Caixa 28500 0.062529
Merge 28500 0.062529
Caixa 29000 0.066960
Merge 29000 0.066960
Caixa 29500 0.066135
Merge 29500 0.066135
Caixa 30000 0.061667
Merge 30000 0.061667
Caixa 30500 0.054609
Merge 30500 0.054609
Caixa 31000 0.070603
Merge 31000 0.070603
Caixa 31500 0.065248
Merge 31500 0.065248
Caixa 32000 0.062628
Merge 32000 0.062628
Caixa 32500 0.062545
Merge 32500 0.062545
Caixa 33000 0.063355
Merge 33000 0.063355
Caixa 33500 0.069422
Merge 33500 0.069422
Caixa 34000 0.074995
Merge 34000 0.074995
Caixa 34500 0.075137
Merge 34500 0.075137
Caixa 35000 0.067374
Merge 35000 0.067374
Caixa 35500 0.070905
Merge 35500 0.070905
Caixa 36000 0.061840
Merge 36000 0.061840
Caixa 36500 0.047806
Merge 36500 0.047806
Caixa 37000 0.062652
Merge 37000 0.062652
Caixa 37500 0.066248
Merge 37500 0.066248
Caixa 38000 0.058374
Merge 38000 0.058374
Caixa 38500 0.060306
Merge 38500 0.060306
Caixa 39000 0.055525
Merge 39000 0.055525
Caixa 39500 0.059372
Merge 39500 0.059372
Caixa 40000 0.066927
Merge 40000 0.066927
Caixa 40500 0.075619
Merge 40500 0.075619
Caixa 41000 0.067646
Merge 41000 0.067646
Caixa 41500 0.068469
Merge 41500 0.068469
Caixa 42000 0.072918
Merge 42000 0.072918
Caixa 42500 0.077132
Merge 42500 0.077132
Caixa 43000 0.055795
Merge 43000 0.055795
Caixa 43500 0.062842
Merge 43500 0.062842
Caixa 44000 0.076015
Merge 44000 0.076015
Caixa 44500 0.071226
Merge 44500 0.071226
Caixa 45000 0.066001
Merge 45000 0.066001
Caixa 45500 0.055848
Merge 45500 0.055848
Caixa 46000 0.064797
Merge 46000 0.064797
Caixa 46500 0.064574
Merge 46500 0.064574
Caixa 47000 0.061392
Merge 47000 0.061392
Caixa 47500 0.061891
Merge 47500 0.061891
Caixa 48000 0.066348
Merge 48000 0.066348
Caixa 48500 0.068793
Merge 48500 0.068793
Caixa 49000 0.059827
Merge 49000 0.059827
Caixa 49500 0.059070
Merge 49500 0.059070
Caixa 50000 0.065969
Merge 50000 0.065969
Caixa 50500 0.067269
Merge 50500 0.067269
Caixa 51000 0.058292
Merge 51000 0.058292
Caixa 51500 0.066747
Merge 51500 0.066747
Caixa 52000 0.070242
Merge 52000 0.070242
Caixa 52500 0.058529
Merge 52500 0.058529
Caixa 53000 0.073627
Merge 53000 0.073627
Caixa 53500 0.070615
Merge 53500 0.070615
Caixa 54000 0.071916
Merge 54000 0.071916
Caixa 54500 0.081683
Merge 54500 0.081683
Caixa 55000 0.069976
Merge 55000 0.069976
Caixa 55500 0.083032
Merge 55500 0.083032
Caixa 56000 0.073485
Merge 56000 0.073485
Caixa 56500 0.058258
Merge 56500 0.058258
Caixa 57000 0.066697
Merge 57000 0.066697
Caixa 57500 0.067300
Merge 57500 0.067300
Caixa 58000 0.063131
Merge 58000 0.063131
Caixa 58500 0.066606
Merge 58500 0.066606
Caixa 59000 0.058409
Merge 59000 0.058409
Caixa 59500 0.060403
Merge 59500 0.060403
Caixa 60000 0.071122
Merge 60000 0.071122
Caixa 60500 0.067450
Merge 60500 0.067450
Caixa 61000 0.064443
Merge 61000 0.064443
Caixa 61500 0.075487
Merge 61500 0.075487
Caixa 62000 0.071991
Merge 62000 0.071991
Caixa 62500 0.064568
Merge 62500 0.064568
Caixa 63000 0.060988
Merge 63000 0.060988
Caixa 63500 0.057704
Merge 63500 0.057704
Caixa 64000 0.069275
Merge 64000 0.069275
Caixa 64500 0.062256
Merge 64500 0.062256
Caixa 65000 0.069107
Merge 65000 0.069107
Caixa 65500 0.059874
Merge 65500 0.059874
Caixa 66000 0.069262
Merge 66000 0.069262
Caixa 66500 0.059776
Merge 66500 0.059776
Caixa 67000 0.082483
Merge 67000 0.082483
Caixa 67500 0.070976
Merge 67500 0.070976
Caixa 68000 0.054938
Merge 68000 0.054938
Caixa 68500 0.055611
Merge 68500 0.055611
Caixa 69000 0.058602
Merge 69000 0.058602
Caixa 69500 0.071855
Merge 69500 0.071855
Caixa 70000 0.063352
Merge 70000 0.063352
Caixa 70500 0.072820
Merge 70500 0.072820
Caixa 71000 0.061992
Merge 71000 0.061992
Caixa 71500 0.068786
Merge 71500 0.068786
Caixa 72000 0.072781
Merge 72000 0.072781
Caixa 72500 0.061826
Merge 72500 0.061826
Caixa 73000 0.075190
Merge 73000 0.075190
Caixa 73500 0.065102
Merge 73500 0.065102
Caixa 74000 0.079186
Merge 74000 0.079186
Caixa 74500 0.064653
Merge 74500 0.064653
Caixa 75000 0.066484
Merge 75000 0.066484
Caixa 75500 0.067161
Merge 75500 0.067161
Caixa 76000 0.079550
Merge 76000 0.079550
Caixa 76500 0.057871
Merge 76500 0.057871
Caixa 77000 0.054932
Merge 77000 0.054932
Caixa 77500 0.073129
Merge 77500 0.073129
Caixa 78000 0.084656
Merge 78000 0.084656
Caixa 78500 0.087338
Merge 78500 0.087338
Caixa 79000 0.067132
Merge 79000 0.067132
Caixa 79500 0.075649
Merge 79500 0.075649
Caixa 80000 0.073153
Merge 80000 0.073153
Caixa 80500 0.076125
Merge 80500 0.076125
Caixa 81000 0.067684
Merge 81000 0.067684
Caixa 81500 0.071672
Merge 81500 0.071672
Caixa 82000 0.074735
Merge 82000 0.074735
Caixa 82500 0.075094
Merge 82500 0.075094
Caixa 83000 0.066629
Merge 83000 0.066629
Caixa 83500 0.067216
Merge 83500 0.067216
Caixa 84000 0.061764
Merge 84000 0.061764
Caixa 84500 0.068521
Merge 84500 0.068521
Caixa 85000 0.077114
Merge 85000 0.077114
Caixa 85500 0.079044
Merge 85500 0.079044
Caixa 86000 0.063226
Merge 86000 0.063226
Caixa 86500 0.069597
Merge 86500 0.069597
Caixa 87000 0.070002
Merge 87000 0.070002
Caixa 87500 0.063520
Merge 87500 0.063520
Caixa 88000 0.072391
Merge 88000 0.072391
Caixa 88500 0.074088
Merge 88500 0.074088
Caixa 89000 0.062633
Merge 89000 0.062633
Caixa 89500 0.072688
Merge 89500 0.072688
Caixa 90000 0.066550
Merge 90000 0.066550
Caixa 90500 0.060156
Merge 90500 0.060156
Caixa 91000 0.071643
Merge 91000 0.071643
Caixa 91500 0.076549
Merge 91500 0.076549
Caixa 92000 0.079024
Merge 92000 0.079024
Caixa 92500 0.069765
Merge 92500 0.069765
Caixa 93000 0.062842
Merge 93000 0.062842
Caixa 93500 0.066179
Merge 93500 0.066179
Caixa 94000 0.060123
Merge 94000 0.060123
Caixa 94500 0.068506
Merge 94500 0.068506
Caixa 95000 0.072161
Merge 95000 0.072161
Caixa 95500 0.069318
Merge 95500 0.069318
Caixa 96000 0.070919
Merge 96000 0.070919
Caixa 96500 0.069319
Merge 96500 0.069319
Caixa 97000 0.074220
Merge 97000 0.074220
Caixa 97500 0.064351
Merge 97500 0.064351
Caixa 98000 0.057226
Merge 98000 0.057226
Caixa 98500 0.067541
Merge 98500 0.067541
Caixa 99000 0.065454
Merge 99000 0.065454
Caixa 99500 0.058934
Merge 99500 0.058934
Caixa 100000 0.071258
Merge 100000 0.071258
Caixa 100500 0.069123
Merge 100500 0.069123
Caixa 101000 0.077121
Merge 101000 0.077121
Caixa 101500 0.073169
Merge 101500 0.073169
Caixa 102000 0.071136
Merge 102000 0.071136
Caixa 102500 0.064164
Merge 102500 0.064164
Caixa 103000 0.065128
Merge 103000 0.065128
Caixa 103500 0.068790
Merge 103500 0.068790
Caixa 104000 0.076075
Merge 104000 0.076075
Caixa 104500 0.070184
Merge 104500 0.070184
Caixa 105000 0.063571
Merge 105000 0.063571
Caixa 105500 0.066752
Merge 105500 0.066752
Caixa 106000 0.068697
Merge 106000 0.068697
Caixa 106500 0.069473
Merge 106500 0.069473
Nova 0 0.000000
Caixa 1000 0.054395
Merge 1000 0.054395
Caixa 1500 0.068672
Merge 1500 0.068672
Caixa 2000 0.060535
Merge 2000 0.060535
Caixa 2500 0.050229
Merge 2500 0.050229
Caixa 3000 0.069322
Merge 3000 0.069322
Caixa 3500 0.060559
Merge 3500 0.060559
Caixa 4000 0.061036
Merge 4000 0.061036
Caixa 4500 0.057998
Merge 4500 0.057998
Caixa 5000 0.044322
Merge 5000 0.044322
Caixa 5500 0.060527
Merge 5500 0.060527
Caixa 6000 0.060180
Merge 6000 0.060180
Caixa 6500 0.069307
Merge 6500 0.069307
Caixa 7000 0.064386
Merge 7000 0.064386
Caixa 7500 0.060637
Merge 7500 0.060637
Caixa 8000 0.068446
Merge 8000 0.068446
Caixa 8500 0.067730
Merge 8500 0.067730
Caixa 9000 0.075035
Merge 9000 0.075035
Caixa 9500 0.066512
Merge 9500 0.066512
Caixa 10000 0.066131
Merge 10000 0.066131
Caixa 10500 0.056833
Merge 10500 0.056833
Caixa 11000 0.056955
Merge 11000 0.056955
Caixa 11500 0.065707
Merge 11500 0.065707
Caixa 12000 0.066120
Merge 12000 0.066120
Caixa 12500 0.060717
Merge 12500 0.060717
Caixa 13000 0.062238
Merge 13000 0.062238
Caixa 13500 0.058725
Merge 13500 0.058725
Caixa 14000 0.064782
Merge 14000 0.064782
Caixa 14500 0.064989
Merge 14500 0.064989
Caixa 15000 0.056400
Merge 15000 0.056400
Caixa 15500 0.061525
Merge 15500 0.061525
Caixa 16000 0.065521
Merge 16000 0.065521
Caixa 16500 0.066766
Merge 16500 0.066766
Caixa 17000 0.061949
Merge 17000 0.061949
Caixa 17500 0.066346
Merge 17500 0.066346
Caixa 18000 0.066876
Merge 18000 0.066876
Caixa 18500 0.054280
Merge 18500 0.054280
Caixa 19000 0.066914
Merge 19000 0.066914
Caixa 19500 0.048414
Merge 19500 0.048414
Caixa 20000 0.062285
Merge 20000 0.062285
Caixa 20500 0.046824
Merge 20500 0.046824
Caixa 21000 0.073594
Merge 21000 0.073594
Caixa 21500 0.061276
Merge 21500 0.061276
Caixa 22000 0.065766
Merge 22000 0.065766
Caixa 22500 0.077827
Merge 22500 0.077827
Caixa 23000 0.076366
Merge 23000 0.076366
Caixa 23500 0.060713
Merge 23500 0.060713
Caixa 24000 0.065608
Merge 24000 0.065608
Caixa 24500 0.057964
Merge 24500 0.057964
Caixa 25000 0.068815
Merge 25000 0.068815
Caixa 25500 0.067760
Merge 25500 0.067760
Caixa 26000 0.058471
Merge 26000 0.058471
Caixa 26500 0.069721
Merge 26500 0.069721
Caixa 27000 0.072010
Merge 27000 0.072010
Caixa 27500 0.057124
Merge 27500 0.057124
Caixa 28000 0.062996
Merge 28000 0.062996
Caixa 28500 0.067627
Merge 28500 0.067627
Caixa 29000 0.062831
Merge 29000 0.062831
Caixa 29500 0.061224
Merge 29500 0.061224
Caixa 30000 0.065084
Merge 30000 0.065084
Caixa 30500 0.059733
Merge 30500 0.059733
Caixa 31000 0.062338
Merge 31000 0.062338
Caixa 31500 0.057629
Merge 31500 0.057629
Caixa 32000 0.074333
Merge 32000 0.074333
Caixa 32500 0.066436
Merge 32500 0.066436
Caixa 33000 0.063062
Merge 33000 0.063062
Caixa 33500 0.067969
Merge 33500 0.067969
Caixa 34000 0.061454
Merge 34000 0.061454
Caixa 34500 0.065486
Merge 34500 0.065486
Caixa 35000 0.054334
Merge 35000 0.054334
Caixa 35500 0.066817
Merge 35500 0.066817
Caixa 36000 0.069360
Merge 36000 0.069360
Caixa 36500 0.077654
Merge 36500 0.077654
Caixa 37000 0.064505
Merge 37000 0.064505
Caixa 37500 0.054341
Merge 37500 0.054341
Caixa 38000 0.057847
Merge 38000 0.057847
Caixa 38500 0.065804
Merge 38500 0.065804
Caixa 39000 0.072576
Merge 39000 0.072576
Caixa 39500 0.068639
Merge 39500 0.068639
Caixa 40000 0.065252
Merge 40000 0.065252
Caixa 40500 0.071049
Merge 40500 0.071049
Caixa 41000 0.063952
Merge 41000 0.063952
Caixa 41500 0.050877
Merge 41500 0.050877
Caixa 42000 0.061967
Merge 42000 0.061967
Caixa 42500 0.061173
Merge 42500 0.061173
Caixa 43000 0.072494
Merge 43000 0.072494
Caixa 43500 0.058449
Merge 43500 0.058449
Caixa 44000 0.065194
Merge 44000 0.065194
Caixa 44500 0.055714
Merge 44500 0.055714
Caixa 45000 0.059402
Merge 45000 0.059402
Caixa 45500 0.071107
Merge 45500 0.071107
Caixa 46000 0.057107
Merge 46000 0.057107
Caixa 46500 0.070969
Merge 46500 0.070969
Caixa 47000 0.070427
Merge 47000 0.070427
Caixa 47500 0.071613
Merge 47500 0.071613
Caixa 48000 0.066785
Merge 48000 0.066785
Caixa 48500 0.058523
Merge 48500 0.058523
Caixa 49000 0.055312
Merge 49000 0.055312
Caixa 49500 0.067715
Merge 49500 0.067715
Caixa 50000 0.067299
Merge 50000 0.067299
Caixa 50500 0.069655
Merge 50500 0.069655
Caixa 51000 0.065250
Merge 51000 0.065250
Caixa 51500 0.065790
Merge 51500 0.065790
Caixa 52000 0.075125
Merge 52000 0.075125
Caixa 52500 0.061874
Merge 52500 0.061874
Caixa 53000 0.065383
Merge 53000 0.065383
Caixa 53500 0.073566
Merge 53500 0.073566
Caixa 54000 0.073710
Merge 54000 0.073710
Caixa 54500 0.071237
Merge 54500 0.071237
Caixa 55000 0.071970
Merge 55000 0.071970
Caixa 55500 0.062877
Merge 55500 0.062877
Caixa 56000 0.070853
Merge 56000 0.070853
Caixa 56500 0.060295
Merge 56500 0.060295
Caixa 57000 0.063075
Merge 57000 0.063075
Caixa 57500 0.071664
Merge 57500 0.071664
Caixa 58000 0.059843
Merge 58000 0.059843
Caixa 58500 0.059309
Merge 58500 0.059309
Caixa 59000 0.058017
Merge 59000 0.058017
Caixa 59500 0.059529
Merge 59500 0.059529
Caixa 60000 0.055626
Merge 60000 0.055626
Caixa 60500 0.073603
Merge 60500 0.073603
Caixa 61000 0.069196
Merge 61000 0.069196
Caixa 61500 0.067850
Merge 61500 0.067850
Caixa 62000 0.059423
Merge 62000 0.059423
Caixa 62500 0.062411
Merge 62500 0.062411
Caixa 63000 0.064192
Merge 63000 0.064192
Caixa 63500 0.066304
Merge 63500 0.066304
Caixa 64000 0.059265
Merge 64000 0.059265
Caixa 64500 0.066560
Merge 64500 0.066560
Caixa 65000 0.058162
Merge 65000 0.058162
Caixa 65500 0.069383
Merge 65500 0.069383
Caixa 66000 0.062505
Merge 66000 0.062505
Caixa 66500 0.059643
Merge 66500 0.059643
Caixa 67000 0.069674
Merge 67000 0.069674
Caixa 67500 0.070141
Merge 67500 0.070141
Caixa 68000 0.063557
Merge 68000 0.063557
Caixa 68500 0.073483
Merge 68500 0.073483
Caixa 69000 0.064355
Merge 69000 0.064355
Caixa 69500 0.070150
Merge 69500 0.070150
Caixa 70000 0.059169
Merge 70000 0.059169
Caixa 70500 0.063582
Merge 70500 0.063582
Caixa 71000 0.071230
Merge 71000 0.071230
Caixa 71500 0.055108
Merge 71500 0.055108
Caixa 72000 0.069975
Merge 72000 0.069975
Caixa 72500 0.057711
Merge 72500 0.057711
Caixa 73000 0.070336
Merge 73000 0.070336
Caixa 73500 0.062694
Merge 73500 0.062694
Caixa 74000 0.060620
Merge 74000 0.060620
Caixa 74500 0.070131
Merge 74500 0.070131
Caixa 75000 0.067199
Merge 75000 0.067199
Caixa 75500 0.074415
Merge 75500 0.074415
Caixa 76000 0.059879
Merge 76000 0.059879
Caixa 76500 0.066942
Merge 76500 0.066942
Caixa 77000 0.074730
Merge 77000 0.074730
Caixa 77500 0.059455
Merge 77500 0.059455
Caixa 78000 0.071201
Merge 78000 0.071201
Caixa 78500 0.072089
Merge 78500 0.072089
Caixa 79000 0.070612
Merge 79000 0.070612
Caixa 79500 0.059768
Merge 79500 0.059768
Caixa 80000 0.073152
Merge 80000 0.073152
Caixa 80500 0.069693
Merge 80500 0.069693
Caixa 81000 0.069791
Merge 81000 0.069791
Caixa 81500 0.067314
Merge 81500 0.067314
Caixa 82000 0.070862
Merge 82000 0.070862
Caixa 82500 0.062744
Merge 82500 0.062744
Caixa 83000 0.069083
Merge 83000 0.069083
Caixa 83500 0.069206
Merge 83500 0.069206
Caixa 84000 0.060073
Merge 84000 0.060073
Caixa 84500 0.059555
Merge 84500 0.059555
Caixa 85000 0.064521
Merge 85000 0.064521
Caixa 85500 0.065197
Merge 85500 0.065197
Caixa 86000 0.069590
Merge 86000 0.069590
Caixa 86500 0.064333
Merge 86500 0.064333
Caixa 87000 0.062484
Merge 87000 0.062484
Caixa 87500 0.066320
Merge 87500 0.066320
Caixa 88000 0.049647
Merge 88000 0.049647
Caixa 88500 0.070838
Merge 88500 0.070838
Caixa 89000 0.075182
Merge 89000 0.075182
Caixa 89500 0.062110
Merge 89500 0.062110
Caixa 90000 0.071575
Merge 90000 0.071575
Caixa 90500 0.082299
Merge 90500 0.082299
Caixa 91000 0.067079
Merge 91000 0.067079
Caixa 91500 0.063986
Merge 91500 0.063986
Caixa 92000 0.062521
Merge 92000 0.062521
Caixa 92500 0.054124
Merge 92500 0.054124
Caixa 93000 0.059712
Merge 93000 0.059712
Caixa 93500 0.077112
Merge 93500 0.077112
Caixa 94000 0.079445
Merge 94000 0.079445
Caixa 94500 0.058966
Merge 94500 0.058966
Caixa 95000 0.078347
Merge 95000 0.078347
Caixa 95500 0.065287
